,4. close
2016-06-13,731.88
2016-06-14,733.25
2016-06-15,732.19
2016-06-16,724.25
2016-06-17,704.25
2016-06-20,706.13
2016-06-21,708.88
2016-06-22,710.47
2016-06-23,714.87
2016-06-24,685.2
2016-06-27,681.14
2016-06-28,691.26
2016-06-29,695.19
2016-06-30,703.53
2016-07-01,710.25
2016-07-05,704.89
2016-07-06,708.97
2016-07-07,707.26
2016-07-08,717.78
2016-07-11,727.2
2016-07-12,732.51
2016-07-13,729.48
2016-07-14,735.8
2016-07-15,735.63
2016-07-18,753.2
2016-07-19,753.41
2016-07-20,757.08
2016-07-21,754.41
2016-07-22,759.28
2016-07-25,757.52
2016-07-26,757.65
2016-07-27,761.97
2016-07-28,765.84
2016-07-29,791.34
2016-08-01,800.94
2016-08-02,800.12
2016-08-03,798.92
2016-08-04,797.25
2016-08-05,806.93
2016-08-08,805.23
2016-08-09,807.48
2016-08-10,808.49
2016-08-11,808.2
2016-08-12,807.05
2016-08-15,805.96
2016-08-16,801.19
2016-08-17,805.42
2016-08-18,802.75
2016-08-19,799.65
2016-08-22,796.95
2016-08-23,796.59
2016-08-24,793.6
2016-08-25,791.3
2016-08-26,793.22
2016-08-29,795.82
2016-08-30,791.92
2016-08-31,789.85
2016-09-01,791.4
2016-09-02,796.87
2016-09-06,808.02
2016-09-07,807.99
2016-09-08,802.84
2016-09-09,788.48
2016-09-12,798.82
2016-09-13,788.72
2016-09-14,790.46
2016-09-15,801.23
2016-09-16,797.97
2016-09-19,795.39
2016-09-20,799.78
2016-09-21,805.03
2016-09-22,815.95
2016-09-23,814.96
2016-09-26,802.65
2016-09-27,810.73
2016-09-28,810.06
2016-09-29,802.64
2016-09-30,804.06
2016-10-03,800.38
2016-10-04,802.79
2016-10-05,801.23
2016-10-06,803.08
2016-10-07,800.71
2016-10-10,814.17
2016-10-11,809.57
2016-10-12,811.77
2016-10-13,804.08
2016-10-14,804.6
2016-10-17,806.84
2016-10-18,821.49
2016-10-19,827.09
2016-10-20,821.63
2016-10-21,824.06
2016-10-24,835.74
2016-10-25,828.55
2016-10-26,822.1
2016-10-27,817.35
2016-10-28,819.56
2016-10-31,809.9
2016-11-01,805.48
2016-11-02,788.42
2016-11-03,782.19
2016-11-04,781.1
2016-11-07,802.03
2016-11-08,811.98
2016-11-09,805.59
2016-11-10,780.29
2016-11-11,771.75
2016-11-14,753.22
2016-11-15,775.16
2016-11-16,779.98
2016-11-17,786.16
2016-11-18,775.97
2016-11-21,784.8
2016-11-22,785.0
2016-11-23,779.0
2016-11-25,780.23
2016-11-28,785.79
2016-11-29,789.44
2016-11-30,775.88
2016-12-01,764.33
2016-12-02,764.46
2016-12-05,778.22
2016-12-06,776.18
2016-12-07,791.47
2016-12-08,795.17
2016-12-09,809.45
2016-12-12,807.9
2016-12-13,815.34
2016-12-14,817.89
2016-12-15,815.65
2016-12-16,809.84
2016-12-19,812.5
2016-12-20,815.2
2016-12-21,812.2
2016-12-22,809.68
2016-12-23,807.8
2016-12-27,809.93
2016-12-28,804.57
2016-12-29,802.88
2016-12-30,792.45
2017-01-03,808.01
2017-01-04,807.77
2017-01-05,813.02
2017-01-06,825.21
2017-01-09,827.18
2017-01-10,826.01
2017-01-11,829.86
2017-01-12,829.53
2017-01-13,830.94
2017-01-17,827.46
2017-01-18,829.02
2017-01-19,824.37
2017-01-20,828.17
2017-01-23,844.43
2017-01-24,849.53
2017-01-25,858.45
2017-01-26,856.98
2017-01-27,845.03
2017-01-30,823.83
2017-01-31,820.19
2017-02-01,815.24
2017-02-02,818.26
2017-02-03,820.13
2017-02-06,821.62
2017-02-07,829.23
2017-02-08,829.88
2017-02-09,830.06
2017-02-10,834.85
2017-02-13,838.96
2017-02-14,840.03
2017-02-15,837.32
2017-02-16,842.17
2017-02-17,846.55
2017-02-21,849.27
2017-02-22,851.36
2017-02-23,851.0
2017-02-24,847.81
2017-02-27,849.67
2017-02-28,844.93
2017-03-01,856.75
2017-03-02,849.85
2017-03-03,849.08
2017-03-06,847.27
2017-03-07,851.15
2017-03-08,853.64
2017-03-09,857.84
2017-03-10,861.405
2017-03-13,864.58
2017-03-14,865.91
2017-03-15,868.39
2017-03-16,870.0
2017-03-17,872.37
2017-03-20,867.91
2017-03-21,850.14
2017-03-22,849.8
2017-03-23,839.65
2017-03-24,835.14
2017-03-27,838.51
2017-03-28,840.63
2017-03-29,849.87
2017-03-30,849.48
2017-03-31,847.8
2017-04-03,856.75
2017-04-04,852.57
2017-04-05,848.91
2017-04-06,845.095
2017-04-07,842.1
2017-04-10,841.7
2017-04-11,839.88
2017-04-12,841.46
2017-04-13,840.18
2017-04-17,855.13
2017-04-18,853.99
2017-04-19,856.51
2017-04-20,860.08
2017-04-21,858.95
2017-04-24,878.93
2017-04-25,888.84
2017-04-26,889.14
2017-04-27,891.44
2017-04-28,924.52
2017-05-01,932.82
2017-05-02,937.09
2017-05-03,948.45
2017-05-04,954.72
2017-05-05,950.28
2017-05-08,958.69
2017-05-09,956.71
2017-05-10,954.84
2017-05-11,955.89
2017-05-12,955.14
2017-05-15,959.22
2017-05-16,964.61
2017-05-17,942.17
2017-05-18,950.5
2017-05-19,954.65
2017-05-22,964.07
2017-05-23,970.55
2017-05-24,977.61
2017-05-25,991.86
2017-05-26,993.27
2017-05-30,996.17
2017-05-31,987.09
2017-06-01,988.29
2017-06-02,996.12
2017-06-05,1003.88
2017-06-06,996.68
2017-06-07,1001.59
2017-06-08,1004.28
2017-06-09,970.12
2017-06-12,961.81
2017-06-13,970.5
2017-06-14,967.93
2017-06-15,960.18
2017-06-16,958.62
2017-06-19,975.22
2017-06-20,968.99
2017-06-21,978.59
2017-06-22,976.62
2017-06-23,986.09
2017-06-26,972.09
2017-06-27,948.09
2017-06-28,961.01
2017-06-29,937.82
2017-06-30,929.68
2017-07-03,919.46
2017-07-05,932.26
2017-07-06,927.69
2017-07-07,940.81
2017-07-10,951.0
2017-07-11,953.53
2017-07-12,967.66
2017-07-13,968.85
2017-07-14,976.91
2017-07-17,975.96
2017-07-18,986.95
2017-07-19,992.77
2017-07-20,992.19
2017-07-21,993.84
2017-07-24,998.31
2017-07-25,969.03
2017-07-26,965.31
2017-07-27,952.51
2017-07-28,958.33
2017-07-31,945.5
2017-08-01,946.56
2017-08-02,947.64
2017-08-03,940.3
2017-08-04,945.79
2017-08-07,945.75
2017-08-08,944.19
2017-08-09,940.08
2017-08-10,923.59
2017-08-11,930.09
2017-08-14,938.93
2017-08-15,938.08
2017-08-16,944.27
2017-08-17,927.66
2017-08-18,926.18
2017-08-21,920.87
2017-08-22,940.4
2017-08-23,942.58
2017-08-24,936.89
2017-08-25,930.5
2017-08-28,928.13
2017-08-29,935.75
2017-08-30,943.63
2017-08-31,955.24
2017-09-01,951.99
2017-09-05,941.48
2017-09-06,942.02
2017-09-07,949.89
2017-09-08,941.41
2017-09-11,943.29
2017-09-12,946.65
2017-09-13,950.44
2017-09-14,940.13
2017-09-15,935.29
2017-09-18,929.75
2017-09-19,936.86
2017-09-20,947.54
2017-09-21,947.55
2017-09-22,943.26
2017-09-25,934.28
2017-09-26,937.43
2017-09-27,959.9
2017-09-28,964.81
2017-09-29,973.72
2017-10-02,967.47
2017-10-03,972.08
2017-10-04,966.78
2017-10-05,985.19
2017-10-06,993.64
2017-10-09,992.31
2017-10-10,987.8
2017-10-11,1005.65
2017-10-12,1005.65
2017-10-13,1007.87
2017-10-16,1009.35
2017-10-17,1011.0
2017-10-18,1012.74
2017-10-19,1001.84
2017-10-20,1005.07
2017-10-23,985.54
2017-10-24,988.49
2017-10-25,991.46
2017-10-26,991.42
2017-10-27,1033.67
2017-10-30,1033.13
2017-10-31,1033.04
2017-11-01,1042.6
2017-11-02,1042.97
2017-11-03,1049.99
2017-11-06,1042.68
2017-11-07,1052.39
2017-11-08,1058.29
2017-11-09,1047.72
2017-11-10,1044.15
2017-11-13,1041.2
2017-11-14,1041.64
2017-11-15,1036.41
2017-11-16,1048.47
2017-11-17,1035.89
2017-11-20,1034.66
2017-11-21,1050.3
2017-11-22,1051.92
2017-11-24,1056.52
2017-11-27,1072.01
2017-11-28,1063.29
2017-11-29,1037.38
2017-11-30,1036.17
2017-12-01,1025.07
2017-12-04,1011.87
2017-12-05,1019.6
2017-12-06,1032.72
2017-12-07,1044.57
2017-12-08,1049.38
2017-12-11,1051.97
2017-12-12,1048.77
2017-12-13,1051.39
2017-12-14,1057.47
2017-12-15,1072.0
2017-12-18,1085.09
2017-12-19,1079.78
2017-12-20,1073.56
2017-12-21,1070.85
2017-12-22,1068.86
2017-12-26,1065.85
2017-12-27,1060.2
2017-12-28,1055.95
2017-12-29,1053.4
2018-01-02,1073.21
2018-01-03,1091.52
2018-01-04,1095.76
2018-01-05,1110.29
2018-01-08,1114.21
2018-01-09,1112.79
2018-01-10,1110.14
2018-01-11,1112.05
2018-01-12,1130.65
2018-01-16,1130.7
2018-01-17,1139.1
2018-01-18,1135.97
2018-01-19,1143.5
2018-01-22,1164.16
2018-01-23,1176.17
2018-01-24,1171.29
2018-01-25,1182.14
2018-01-26,1187.56
2018-01-29,1186.48
2018-01-30,1177.37
2018-01-31,1182.22
2018-02-01,1181.59
2018-02-02,1119.2
2018-02-05,1062.39
2018-02-06,1084.43
2018-02-07,1055.41
2018-02-08,1007.71
2018-02-09,1046.27
2018-02-12,1054.56
2018-02-13,1054.14
2018-02-14,1072.7
2018-02-15,1091.36
2018-02-16,1095.5
2018-02-20,1103.59
2018-02-21,1113.75
2018-02-22,1109.9
2018-02-23,1128.09
2018-02-26,1143.7
2018-02-27,1117.51
2018-02-28,1103.92
2018-03-01,1071.41
2018-03-02,1084.14
2018-03-05,1094.76
2018-03-06,1100.9
2018-03-07,1115.04
2018-03-08,1129.38
2018-03-09,1160.84
2018-03-12,1165.93
2018-03-13,1139.91
2018-03-14,1148.89
2018-03-15,1150.61
2018-03-16,1134.42
2018-03-19,1100.07
2018-03-20,1095.8
2018-03-21,1094.0
2018-03-22,1053.15
2018-03-23,1026.55
2018-03-26,1054.09
2018-03-27,1006.94
2018-03-28,1005.18
2018-03-29,1037.14
2018-04-02,1012.63
2018-04-03,1018.68
2018-04-04,1029.71
2018-04-05,1032.64
2018-04-06,1009.95
2018-04-09,1020.09
2018-04-10,1036.5
2018-04-11,1025.06
2018-04-12,1037.29
2018-04-13,1036.04
2018-04-16,1046.1
2018-04-17,1079.36
2018-04-18,1075.39
2018-04-19,1089.45
2018-04-20,1077.32
2018-04-23,1073.81
2018-04-24,1022.64
2018-04-25,1022.99
2018-04-26,1043.31
2018-04-27,1031.45
2018-04-30,1018.58
2018-05-01,1040.75
2018-05-02,1026.05
2018-05-03,1026.3
2018-05-04,1051.0
2018-05-07,1059.46
2018-05-08,1058.59
2018-05-09,1088.95
2018-05-10,1105.47
2018-05-11,1103.38
2018-05-14,1106.6
2018-05-15,1084.87
2018-05-16,1084.09
2018-05-17,1081.26
2018-05-18,1069.64
2018-05-21,1084.01
2018-05-22,1075.31
2018-05-23,1085.96
2018-05-24,1085.45
2018-05-25,1084.08
2018-05-29,1068.07
2018-05-30,1077.47
2018-05-31,1100.0
2018-06-01,1135.0
2018-06-04,1153.04
2018-06-05,1151.02
2018-06-06,1146.95
2018-06-07,1134.42
2018-06-08,1132.71
2018-06-11,1140.9
2018-06-12,1148.19
2018-06-13,1144.23
2018-06-14,1160.11
2018-06-15,1159.27
2018-06-18,1183.58
2018-06-19,1178.69
2018-06-20,1184.07
2018-06-21,1169.44
2018-06-22,1169.29
2018-06-25,1139.28
2018-06-26,1132.62
2018-06-27,1116.94
2018-06-28,1126.78
2018-06-29,1129.19
2018-07-02,1142.11
2018-07-03,1116.28
2018-07-05,1141.29
2018-07-06,1155.08
2018-07-09,1167.28
2018-07-10,1167.14
2018-07-11,1171.46
2018-07-12,1201.26
2018-07-13,1204.42
2018-07-16,1196.51
2018-07-17,1213.08
2018-07-18,1212.91
2018-07-19,1199.1
2018-07-20,1197.88
2018-07-23,1211.0
2018-07-24,1258.15
2018-07-25,1275.94
2018-07-26,1285.5
2018-07-27,1252.89
2018-07-30,1230.04
2018-07-31,1227.22
2018-08-01,1232.99
2018-08-02,1241.13
2018-08-03,1238.16
2018-08-06,1237.67
2018-08-07,1255.84
2018-08-08,1261.33
2018-08-09,1264.46
2018-08-10,1252.51
2018-08-13,1248.64
2018-08-14,1258.14
2018-08-15,1232.22
2018-08-16,1224.06
2018-08-17,1215.85
2018-08-20,1221.95
2018-08-21,1217.41
2018-08-22,1221.75
2018-08-23,1221.16
2018-08-24,1236.75
2018-08-27,1256.27
2018-08-28,1245.86
2018-08-29,1264.65
2018-08-30,1254.44
2018-08-31,1231.8
2018-09-04,1211.31
2018-09-05,1199.1
2018-09-06,1183.99
2018-09-07,1177.59
2018-09-10,1175.06
2018-09-11,1189.99
2018-09-12,1171.6
2018-09-13,1182.14
2018-09-14,1177.98
2018-09-17,1159.83
2018-09-18,1167.11
2018-09-19,1174.27
2018-09-20,1191.57
2018-09-21,1172.12
2018-09-24,1179.56
2018-09-25,1193.89
2018-09-26,1194.06
2018-09-27,1207.36
2018-09-28,1207.08
2018-10-01,1208.53
2018-10-02,1207.64
2018-10-03,1211.53
2018-10-04,1177.07
2018-10-05,1167.83
2018-10-08,1155.92
2018-10-09,1145.17
2018-10-10,1092.16
2018-10-11,1090.74
2018-10-12,1120.54
2018-10-15,1102.44
2018-10-16,1133.08
2018-10-17,1127.59
2018-10-18,1097.91
2018-10-19,1105.18
2018-10-22,1111.37
2018-10-23,1114.91
2018-10-24,1057.12
2018-10-25,1103.59
2018-10-26,1083.75
2018-10-29,1034.73
2018-10-30,1049.51
2018-10-31,1090.58
2018-11-01,1085.98
2018-11-02,1071.49
2018-11-05,1055.73
2018-11-06,1069.57
2018-11-07,1108.24
2018-11-08,1094.63
2018-11-09,1077.02
2018-11-12,1049.36
2018-11-13,1047.97
2018-11-14,1054.58
2018-11-15,1071.05
2018-11-16,1068.27
2018-11-19,1027.42
2018-11-20,1030.45
2018-11-21,1043.43
2018-11-23,1030.1
2018-11-26,1055.94
2018-11-27,1052.28
2018-11-28,1091.79
2018-11-29,1094.58
2018-11-30,1109.65
2018-12-03,1116.36
2018-12-04,1062.47
2018-12-06,1078.08
2018-12-07,1046.58
2018-12-10,1053.18
2018-12-11,1061.65
2018-12-12,1073.73
2018-12-13,1073.54
2018-12-14,1051.71
2018-12-17,1025.65
2018-12-18,1043.41
2018-12-19,1035.46
2018-12-20,1023.58
2018-12-21,991.25
2018-12-24,984.67
2018-12-26,1047.85
2018-12-27,1052.9
2018-12-28,1046.68
2018-12-31,1044.96
2019-01-02,1054.68
2019-01-03,1025.47
2019-01-04,1078.07
2019-01-07,1075.92
2019-01-08,1085.37
2019-01-09,1081.65
2019-01-10,1078.83
2019-01-11,1064.47
2019-01-14,1051.51
2019-01-15,1086.51
2019-01-16,1089.51
2019-01-17,1099.12
2019-01-18,1107.3
2019-01-22,1078.63
2019-01-23,1084.41
2019-01-24,1084.0
2019-01-25,1101.51
2019-01-28,1079.86
2019-01-29,1070.06
2019-01-30,1097.99
2019-01-31,1125.89
2019-02-01,1118.62
2019-02-04,1141.42
2019-02-05,1151.87
2019-02-06,1122.89
2019-02-07,1105.91
2019-02-08,1102.38
2019-02-11,1102.12
2019-02-12,1127.58
2019-02-13,1128.63
2019-02-14,1129.2
2019-02-15,1119.63
2019-02-19,1126.51
2019-02-20,1120.59
2019-02-21,1104.21
2019-02-22,1116.56
2019-02-25,1117.33
2019-02-26,1122.01
2019-02-27,1122.89
2019-02-28,1126.55
2019-03-01,1148.52
2019-03-04,1153.42
2019-03-05,1169.19
2019-03-06,1164.94
2019-03-07,1150.85
2019-03-08,1149.97
2019-03-11,1179.26
2019-03-12,1197.25
2019-03-13,1199.06
2019-03-14,1192.53
2019-03-15,1190.3
2019-03-18,1188.55
2019-03-19,1202.46
2019-03-20,1226.43
2019-03-21,1236.13
2019-03-22,1207.65
2019-03-25,1197.38
2019-03-26,1189.84
2019-03-27,1178.01
2019-03-28,1172.27
2019-03-29,1176.89
2019-04-01,1198.98
2019-04-02,1205.54
2019-04-03,1210.81
2019-04-04,1219.45
2019-04-05,1211.45
2019-04-08,1208.28
2019-04-09,1202.69
2019-04-10,1206.45
2019-04-11,1209.59
2019-04-12,1222.73
2019-04-15,1226.53
2019-04-16,1231.91
2019-04-17,1240.14
2019-04-18,1241.47
2019-04-22,1253.76
2019-04-23,1270.59
2019-04-24,1260.05
2019-04-25,1267.34
2019-04-26,1277.42
2019-04-29,1296.2
2019-04-30,1198.96
2019-05-01,1173.32
2019-05-02,1166.51
2019-05-03,1189.55
2019-05-06,1193.46
2019-05-07,1178.86
2019-05-08,1170.78
2019-05-09,1167.97
2019-05-10,1167.64
2019-05-13,1136.59
2019-05-14,1124.86
2019-05-15,1170.8
2019-05-16,1184.5
2019-05-17,1168.78
2019-05-20,1144.66
2019-05-21,1154.44
2019-05-22,1155.85
2019-05-23,1145.34
2019-05-24,1138.61
2019-05-28,1139.56
2019-05-29,1119.94
2019-05-30,1121.41
2019-05-31,1106.5
2019-06-03,1038.74
2019-06-04,1054.49
2019-06-05,1044.64
2019-06-06,1047.76
2019-06-07,1068.37
2019-06-10,1082.76
2019-06-11,1081.04
2019-06-12,1079.1
2019-06-13,1091.01
2019-06-14,1086.3
2019-06-17,1093.89
2019-06-18,1105.24
2019-06-19,1104.51
2019-06-20,1113.2
2019-06-21,1125.37
2019-06-24,1116.7
2019-06-25,1087.58
2019-06-26,1080.32
2019-06-27,1076.63
2019-06-28,1082.8
2019-07-01,1100.0
2019-07-02,1112.6
2019-07-03,1122.99
2019-07-05,1132.67
2019-07-08,1116.79
2019-07-09,1124.29
2019-07-10,1140.91
2019-07-11,1144.08
2019-07-12,1145.34
2019-07-15,1150.51
2019-07-16,1153.46
2019-07-17,1146.74
2019-07-18,1147.24
2019-07-19,1131.55
2019-07-22,1139.21
2019-07-23,1148.05
2019-07-24,1139.73
2019-07-25,1135.94
2019-07-26,1245.22
2019-07-29,1241.84
2019-07-30,1228.0
2019-07-31,1218.2
2019-08-01,1211.78
2019-08-02,1196.32
2019-08-05,1154.75
2019-08-06,1171.08
2019-08-07,1175.91
2019-08-08,1206.19
2019-08-09,1188.9
2019-08-12,1174.5
2019-08-13,1196.73
2019-08-14,1164.25
2019-08-15,1169.32
2019-08-16,1179.21
2019-08-19,1200.44
2019-08-20,1183.53
2019-08-21,1191.58
2019-08-22,1191.52
2019-08-23,1153.58
2019-08-26,1171.18
2019-08-27,1170.82
2019-08-28,1173.75
2019-08-29,1194.24
2019-08-30,1190.53
2019-09-03,1169.55
2019-09-04,1182.27
2019-09-05,1212.19
2019-09-06,1206.32
2019-09-09,1205.27
2019-09-10,1205.7
2019-09-11,1220.0
2019-09-12,1234.97
2019-09-13,1240.03
2019-09-16,1231.63
2019-09-17,1229.88
2019-09-18,1232.65
2019-09-19,1238.75
2019-09-20,1229.84
2019-09-23,1234.69
2019-09-24,1218.33
2019-09-25,1245.94
2019-09-26,1242.29
2019-09-27,1225.95
2019-09-30,1221.14
2019-10-01,1206.0
2019-10-02,1177.92
2019-10-03,1189.43
2019-10-04,1210.96
2019-10-07,1208.25
2019-10-08,1190.13
2019-10-09,1202.4
2019-10-10,1209.47
2019-10-11,1215.71
2019-10-14,1217.77
2019-10-15,1242.24
2019-10-16,1243.0
2019-10-17,1252.8
2019-10-18,1244.41
2019-10-21,1244.28
2019-10-22,1241.2
2019-10-23,1257.63
2019-10-24,1259.11
2019-10-25,1264.3
2019-10-28,1288.98
2019-10-29,1260.66
2019-10-30,1260.7
2019-10-31,1258.8
2019-11-01,1272.25
2019-11-04,1289.61
2019-11-05,1291.44
2019-11-06,1291.01
2019-11-07,1306.94
2019-11-08,1309.0
2019-11-11,1298.28
2019-11-12,1297.21
2019-11-13,1296.18
2019-11-14,1309.15
2019-11-15,1333.54
2019-11-18,1319.84
2019-11-19,1312.59
2019-11-20,1301.86
2019-11-21,1300.14
2019-11-22,1293.67
2019-11-25,1305.64
2019-11-26,1313.0
2019-11-27,1312.13
2019-11-29,1304.09
2019-12-02,1288.86
2019-12-03,1294.74
2019-12-04,1318.94
2019-12-05,1326.96
2019-12-06,1339.39
2019-12-09,1342.99
2019-12-10,1342.89
2019-12-11,1344.25
2019-12-12,1348.49
2019-12-13,1346.87
2019-12-16,1360.7
2019-12-17,1354.89
2019-12-18,1351.91
2019-12-19,1356.44
